Metabolomic Feature,Putative Chemical Class
C18-neg_Cluster_1297,Organonitrogen compounds
C18-neg_Cluster_1609,#N/A
C18-neg_Cluster_1652,#N/A
C18-neg_Cluster_1666,Diazinanes
C18-neg_Cluster_1694,#N/A
C18-neg_Cluster_1727,#N/A
C18-neg_Cluster_1758,#N/A
C18-neg_Cluster_1781,#N/A
C18-neg_Cluster_1955,Aporphines
C18-neg_Cluster_2017,Naphthalenes
C18-neg_Cluster_2056,#N/A
C8-pos_Cluster_0271,Organonitrogen compounds
C8-pos_Cluster_0588,Steroidal glycosides
C8-pos_Cluster_0598,Spirosolanes and derivatives
C8-pos_Cluster_0653,"Amino acids, peptides, and analogues"
C8-pos_Cluster_0665,Solanocapsine-type alkaloids
C8-pos_Cluster_0727,"Amino acids, peptides, and analogues"
C8-pos_Cluster_0728,"Amino acids, peptides, and analogues"
HILIC-neg_Cluster_0213,Keto acids and derivatives
HILIC-neg_Cluster_1093,Organonitrogen compounds
HILIC-neg_Cluster_1331,#N/A
HILIC-neg_Cluster_1803,Vitamin D and derivatives
HILIC-pos_Cluster_1061,#N/A
HILIC-pos_Cluster_1149,#N/A
HILIC-pos_Cluster_1531,Steroidal glycosides
HILIC-pos_Cluster_1543,Spirosolanes and derivatives
HILIC-pos_Cluster_1589,#N/A
HILIC-pos_Cluster_1590,#N/A
HILIC-pos_Cluster_1598,"Amino acids, peptides, and analogues"
HILIC-pos_Cluster_1612,Solanocapsine-type alkaloids
HILIC-pos_Cluster_1667,"Amino acids, peptides, and analogues"
HILIC-pos_Cluster_1671,"Amino acids, peptides, and analogues"
HILIC-pos_Cluster_1672,"Amino acids, peptides, and analogues"
HILIC-pos_Cluster_1747,Acyl carnitines
HILIC-pos_Cluster_1805,#N/A
C18-neg_Cluster_0323,Long-chain fatty acids
C18-neg_Cluster_0512,#N/A
C18-neg_Cluster_0521,#N/A
C18-neg_Cluster_0559,#N/A
C18-neg_Cluster_0609,#N/A
C18-neg_Cluster_0839,#N/A
C18-neg_Cluster_0855,#N/A
C18-neg_Cluster_1038,"1-acyl-sn-glycerol-2,3-cyclic-phosphates"
C18-neg_Cluster_2041,Triacylglycerols
C18-neg_Cluster_2111,#N/A
C8-pos_Cluster_0074,#N/A
C8-pos_Cluster_0090,Ketones
C8-pos_Cluster_0121,Long-chain fatty acids
C8-pos_Cluster_0282,N-acyl amines
C8-pos_Cluster_0574,#N/A
C8-pos_Cluster_0826,#N/A
C8-pos_Cluster_0985,#N/A
HILIC-pos_Cluster_0739,Fatty aldehydes
HILIC-pos_Cluster_0992,Long-chain fatty acids
HILIC-pos_Cluster_1099,Organonitrogen compounds
HILIC-pos_Cluster_1256,Long-chain fatty acids
C18-neg_Cluster_0722,Salicylic acids
C18-neg_Cluster_0733,#N/A
C18-neg_Cluster_0816,Hydroxybenzoic acid derivatives
C18-neg_Cluster_0892,Sesquiterpenoids
C18-neg_Cluster_0903,Diterpenoids
C18-neg_Cluster_1012,#N/A
C18-neg_Cluster_1013,#N/A
C18-neg_Cluster_1056,#N/A
C18-neg_Cluster_1149,#N/A
C18-neg_Cluster_1265,#N/A
C18-neg_Cluster_1315,Brassinolides and derivatives
C18-neg_Cluster_1397,Diphenylmethanes
C18-neg_Cluster_1398,Diphenylmethanes
C18-neg_Cluster_1610,#N/A
C18-neg_Cluster_1641,#N/A
C18-neg_Cluster_1665,Ketones
C18-neg_Cluster_1702,Lignan glycosides
C18-neg_Cluster_1859,1-(1Z-alkenyl)-glycero-3-phosphocholines
C18-neg_Cluster_2029,#N/A
C18-neg_Cluster_2063,#N/A
C18-neg_Cluster_2118,#N/A
C8-pos_Cluster_0800,#N/A
C8-pos_Cluster_0852,#N/A
C8-pos_Cluster_0966,#N/A
C8-pos_Cluster_0967,#N/A
C8-pos_Cluster_0977,#N/A
C8-pos_Cluster_0994,#N/A
C8-pos_Cluster_1003,#N/A
C8-pos_Cluster_1056,#N/A
C8-pos_Cluster_1074,#N/A
C8-pos_Cluster_1103,#N/A
C8-pos_Cluster_1319,#N/A
C8-pos_Cluster_2222,Phosphatidylcholines
HILIC-neg_Cluster_1754,#N/A
HILIC-pos_Cluster_1726,#N/A
HILIC-pos_Cluster_1854,1-(1Z-alkenyl)-glycero-3-phosphocholines
HILIC-pos_Cluster_1865,Monoalkylglycerophosphocholines
HILIC-pos_Cluster_2078,#N/A
HILIC-pos_Cluster_2315,N-acyl-alpha amino acids
HILIC-pos_Cluster_2334,#N/A
HILIC-pos_Cluster_2338,"1-alkyl,2-acylglycero-3-phosphocholines"
C18-neg_Cluster_0989,Cinnamic acids and derivatives
C18-neg_Cluster_1295,Ergosterols and derivatives
C18-neg_Cluster_1302,Stigmastanes and derivatives
C18-neg_Cluster_1304,Stigmastanes and derivatives
C18-neg_Cluster_1305,Stigmastanes and derivatives
C18-neg_Cluster_1383,#N/A
C18-neg_Cluster_1424,Diterpenoids
C18-neg_Cluster_1487,Acyl carnitines
C18-neg_Cluster_1566,Cyclohexylphenols
C18-neg_Cluster_1628,Triterpenoids
C18-neg_Cluster_1631,Triterpenoids
C18-neg_Cluster_1744,Triterpenoids
C8-pos_Cluster_0592,Cholesterols and derivatives
C8-pos_Cluster_0648,Cholesterols and derivatives
C8-pos_Cluster_0672,Diterpenoids
C8-pos_Cluster_0713,Stigmastanes and derivatives
C8-pos_Cluster_0741,#N/A
C8-pos_Cluster_1555,Benzoic acid esters
C8-pos_Cluster_1806,Tocotrienols
HILIC-neg_Cluster_0793,Xylenes
HILIC-neg_Cluster_1393,Sesquiterpenoids
HILIC-neg_Cluster_1431,Cinnamic acids and derivatives
HILIC-neg_Cluster_1608,"Tetrahydroxy bile acids, alcohols and derivatives"
HILIC-neg_Cluster_1726,Triterpenoids
C18-neg_Cluster_0867,Beta-diketones
C18-neg_Cluster_0945,1-monoacylglycerols
C18-neg_Cluster_1025,Beta-diketones
C18-neg_Cluster_1123,#N/A
C18-neg_Cluster_1233,#N/A
C18-neg_Cluster_1330,Beta-diketones
C18-neg_Cluster_1430,Very long-chain fatty acids
C18-neg_Cluster_1524,Brassinolides and derivatives
C18-neg_Cluster_1546,Brassinolides and derivatives
C18-neg_Cluster_1892,Oligopeptides
C18-neg_Cluster_1903,Triterpenoids
C18-neg_Cluster_2143,#N/A
C18-neg_Cluster_2150,Tetralins
C8-pos_Cluster_0586,#N/A
C8-pos_Cluster_0702,Fatty acid esters
C8-pos_Cluster_0707,N-acyl-alpha amino acids
C8-pos_Cluster_0757,Unsaturated hydrocarbons
C8-pos_Cluster_0779,1-monoacylglycerols
C8-pos_Cluster_0794,Stigmastanes and derivatives
C8-pos_Cluster_0814,#N/A
C8-pos_Cluster_1924,#N/A
C8-pos_Cluster_1988,#N/A
C8-pos_Cluster_2004,#N/A
HILIC-neg_Cluster_1448,Beta-diketones
HILIC-neg_Cluster_1453,Beta-diketones
HILIC-neg_Cluster_1487,#N/A
HILIC-neg_Cluster_1493,1-monoacylglycerols
HILIC-pos_Cluster_1704,#N/A
C18-neg_Cluster_0271,Long-chain fatty alcohols
C18-neg_Cluster_0529,#N/A
C18-neg_Cluster_0545,Allyl sulfur compounds
C18-neg_Cluster_0570,#N/A
C18-neg_Cluster_0576,#N/A
C18-neg_Cluster_0577,#N/A
C18-neg_Cluster_0601,#N/A
C18-neg_Cluster_0743,Triazines
C18-neg_Cluster_0870,#N/A
C18-neg_Cluster_0909,#N/A
C18-neg_Cluster_1062,#N/A
C18-neg_Cluster_1989,#N/A
C18-neg_Cluster_1990,#N/A
C18-neg_Cluster_2047,#N/A
C18-neg_Cluster_2121,#N/A
C8-pos_Cluster_0003,Cyclic ketones
C8-pos_Cluster_0006,Macrolides and analogues
C8-pos_Cluster_0033,Benzothiophenes
C8-pos_Cluster_0036,Sesquiterpenoids
C8-pos_Cluster_0039,Monoterpenoids
C8-pos_Cluster_0071,Cholesterols and derivatives
C8-pos_Cluster_0076,#N/A
C8-pos_Cluster_0094,Cyclic ketones
C8-pos_Cluster_0126,Fatty acid esters
C8-pos_Cluster_0175,Long-chain fatty acids
C8-pos_Cluster_0237,Organonitrogen compounds
C8-pos_Cluster_0255,Long-chain fatty acids
C8-pos_Cluster_0336,Acyl carnitines
C8-pos_Cluster_0417,Cholesterols and derivatives
C8-pos_Cluster_0472,Acyclic olefins
C8-pos_Cluster_0481,Cholesterols and derivatives
C8-pos_Cluster_0516,#N/A
C8-pos_Cluster_0539,Cholesterols and derivatives
C8-pos_Cluster_0545,Cholesterols and derivatives
C8-pos_Cluster_0564,Cholesterols and derivatives
C8-pos_Cluster_0603,#N/A
C8-pos_Cluster_0630,Cholesterols and derivatives
C8-pos_Cluster_0643,#N/A
C8-pos_Cluster_0664,Cholesterols and derivatives
C8-pos_Cluster_0690,Cholesterols and derivatives
C8-pos_Cluster_0701,#N/A
C8-pos_Cluster_0772,Cycloartanols and derivatives
C8-pos_Cluster_0813,#N/A
C8-pos_Cluster_0917,#N/A
C8-pos_Cluster_0928,#N/A
C8-pos_Cluster_0978,#N/A
C8-pos_Cluster_1001,1-acyl-sn-glycero-3-phosphoethanolamines
C8-pos_Cluster_1014,#N/A
C8-pos_Cluster_1055,Sphingolipids
C8-pos_Cluster_1075,#N/A
C8-pos_Cluster_1099,#N/A
C8-pos_Cluster_1132,Yohimbine alkaloids
C8-pos_Cluster_1191,#N/A
C8-pos_Cluster_1232,#N/A
C8-pos_Cluster_1312,#N/A
C8-pos_Cluster_1318,#N/A
C8-pos_Cluster_1383,#N/A
C8-pos_Cluster_1391,#N/A
C8-pos_Cluster_1425,"1,3-diacylglycerols"
C8-pos_Cluster_1481,#N/A
C8-pos_Cluster_1770,Benzene and substituted derivatives
C8-pos_Cluster_1857,#N/A
C8-pos_Cluster_1909,Cholesterols and derivatives
C8-pos_Cluster_1918,#N/A
C8-pos_Cluster_1981,"1-alkyl,2-acylglycero-3-phosphocholines"
C8-pos_Cluster_2071,Cholesterols and derivatives
C8-pos_Cluster_2326,#N/A
HILIC-neg_Cluster_0988,#N/A
HILIC-neg_Cluster_0989,Long-chain fatty acids
HILIC-neg_Cluster_1818,#N/A
HILIC-pos_Cluster_0425,Medium-chain fatty acids
HILIC-pos_Cluster_0503,Macrolides and analogues
HILIC-pos_Cluster_0598,Monoterpenoids
HILIC-pos_Cluster_0805,Cyclic ketones
HILIC-pos_Cluster_0846,#N/A
HILIC-pos_Cluster_1266,#N/A
HILIC-pos_Cluster_1428,Cholesterols and derivatives
HILIC-pos_Cluster_1873,#N/A
HILIC-pos_Cluster_1943,Sphingolipids
HILIC-pos_Cluster_1977,Sphingolipids
HILIC-pos_Cluster_2011,#N/A
HILIC-pos_Cluster_2012,#N/A
HILIC-pos_Cluster_2049,#N/A
HILIC-pos_Cluster_2199,#N/A
HILIC-pos_Cluster_2224,#N/A
C8-pos_Cluster_0269,Cholesteryl esters
C8-pos_Cluster_0533,#N/A
C8-pos_Cluster_0854,#N/A
C8-pos_Cluster_0864,Beta-diketones
C8-pos_Cluster_0870,Beta-diketones
C8-pos_Cluster_0872,#N/A
C8-pos_Cluster_0893,#N/A
C8-pos_Cluster_0899,#N/A
C8-pos_Cluster_0905,#N/A
C8-pos_Cluster_0906,#N/A
C8-pos_Cluster_0909,#N/A
C8-pos_Cluster_0925,#N/A
C8-pos_Cluster_0930,Annonaceous acetogenins
C8-pos_Cluster_0933,Annonaceous acetogenins
C8-pos_Cluster_0935,#N/A
C8-pos_Cluster_0941,#N/A
C8-pos_Cluster_0953,Wax monoesters
C8-pos_Cluster_0955,#N/A
C8-pos_Cluster_0960,#N/A
C8-pos_Cluster_0974,#N/A
C8-pos_Cluster_0975,#N/A
C8-pos_Cluster_0982,Fatty alcohols
C8-pos_Cluster_0991,#N/A
C8-pos_Cluster_1005,Fatty alcohols
C8-pos_Cluster_1011,Annonaceous acetogenins
C8-pos_Cluster_1019,Annonaceous acetogenins
C8-pos_Cluster_1063,#N/A
C8-pos_Cluster_1102,#N/A
C8-pos_Cluster_1115,#N/A
C8-pos_Cluster_1311,#N/A
C8-pos_Cluster_2058,#N/A
C8-pos_Cluster_2205,#N/A
C8-pos_Cluster_2225,#N/A
C8-pos_Cluster_2227,#N/A
C8-pos_Cluster_2235,#N/A
C8-pos_Cluster_2361,#N/A
C8-pos_Cluster_2362,#N/A
C18-neg_Cluster_0902,Diterpenoids
C18-neg_Cluster_0913,#N/A
C18-neg_Cluster_1219,Diphenylacetonitriles
C18-neg_Cluster_1225,Kaurane diterpenoids
C18-neg_Cluster_1228,#N/A
C18-neg_Cluster_1344,#N/A
C18-neg_Cluster_1400,#N/A
C18-neg_Cluster_1517,#N/A
C18-neg_Cluster_1531,#N/A
C18-neg_Cluster_1533,#N/A
C18-neg_Cluster_1590,Acyclic diterpenoids
C18-neg_Cluster_1692,Brassinolides and derivatives
C18-neg_Cluster_1757,#N/A
C18-neg_Cluster_1774,#N/A
C18-neg_Cluster_1798,O-glycosyl compounds
C18-neg_Cluster_1837,#N/A
C18-neg_Cluster_1876,Terpene lactones
C18-neg_Cluster_1971,#N/A
C18-neg_Cluster_2117,#N/A
C8-pos_Cluster_0375,Very long-chain fatty acids
C8-pos_Cluster_0635,#N/A
C8-pos_Cluster_0655,"Bile acids, alcohols and derivatives"
C8-pos_Cluster_0886,#N/A
C8-pos_Cluster_1171,#N/A
HILIC-neg_Cluster_1503,O-alkylglycerone phosphates
HILIC-neg_Cluster_1508,Sesterterpenoids
HILIC-neg_Cluster_1573,#N/A
HILIC-pos_Cluster_1585,#N/A
C18-neg_Cluster_0357,#N/A
C18-neg_Cluster_0358,#N/A
C18-neg_Cluster_0440,Anilides
C18-neg_Cluster_0450,Dipeptides
C18-neg_Cluster_0452,Dipeptides
C18-neg_Cluster_0526,Quinolines and derivatives
C18-neg_Cluster_0527,Quinolines and derivatives
C18-neg_Cluster_0528,Quinolines and derivatives
C18-neg_Cluster_0546,Acyclic diterpenoids
C18-neg_Cluster_0605,#N/A
C18-neg_Cluster_0682,Benzopyrans
C18-neg_Cluster_0774,Alpha-acyloxy carbonyl compounds
C18-neg_Cluster_1003,#N/A
C18-neg_Cluster_1158,Alpha amino acid esters
C18-neg_Cluster_1336,Ketones
C18-neg_Cluster_1356,#N/A
C18-neg_Cluster_1371,#N/A
C18-neg_Cluster_2037,Triterpenoids
C18-neg_Cluster_2038,Tetrapyrroles and derivatives
C18-neg_Cluster_2080,Benzopyrans
C18-neg_Cluster_2081,Benzopyrans
C18-neg_Cluster_2083,Benzopyrans
C18-neg_Cluster_2096,Steroid glucuronide conjugates
C18-neg_Cluster_2105,Tetrapyrroles and derivatives
C18-neg_Cluster_2109,Tetrapyrroles and derivatives
C18-neg_Cluster_2127,Benzenesulfonic acids and derivatives
C18-neg_Cluster_2128,Benzenesulfonic acids and derivatives
C18-neg_Cluster_2130,Benzenesulfonic acids and derivatives
C18-neg_Cluster_2149,Terpene lactones
C18-neg_Cluster_2156,#N/A
C18-neg_Cluster_2161,Tetrapyrroles and derivatives
C8-pos_Cluster_0188,Fatty acid esters
C8-pos_Cluster_0246,Phenanthrenes and derivatives
C8-pos_Cluster_1203,Tetrapyrroles and derivatives
C8-pos_Cluster_1208,Tetrapyrroles and derivatives
C8-pos_Cluster_1293,Tetrapyrroles and derivatives
HILIC-neg_Cluster_1816,Tetrapyrroles and derivatives
HILIC-neg_Cluster_1831,Terpene glycosides
HILIC-pos_Cluster_0971,#N/A
HILIC-pos_Cluster_1133,#N/A
HILIC-pos_Cluster_1205,Diterpenoids
HILIC-pos_Cluster_1206,Diterpenoids
HILIC-pos_Cluster_1215,Alkyl-phenylketones
HILIC-pos_Cluster_1216,Alkyl-phenylketones
HILIC-pos_Cluster_1225,Sulfated steroids
HILIC-pos_Cluster_1361,#N/A
HILIC-pos_Cluster_1362,#N/A
HILIC-pos_Cluster_1420,N-acyl-alpha amino acids
HILIC-pos_Cluster_1565,Diphenylmethanes
HILIC-pos_Cluster_1959,Cardiolipins
HILIC-pos_Cluster_1963,#N/A
HILIC-pos_Cluster_2099,Tetrapyrroles and derivatives
HILIC-pos_Cluster_2135,#N/A
HILIC-pos_Cluster_2142,Cardenolide glycosides and derivatives
HILIC-pos_Cluster_2146,Dipeptides
HILIC-pos_Cluster_2153,Tetrapyrroles and derivatives
HILIC-pos_Cluster_2167,Benzenesulfonic acids and derivatives
HILIC-pos_Cluster_2184,Oligopeptides
HILIC-pos_Cluster_2192,#N/A
HILIC-pos_Cluster_2196,#N/A
HILIC-pos_Cluster_2231,Steroidal saponins
C18-neg_Cluster_0001,#N/A
C18-neg_Cluster_0002,#N/A
C18-neg_Cluster_0005,#N/A
C18-neg_Cluster_0007,#N/A
C18-neg_Cluster_0009,#N/A
C18-neg_Cluster_0010,#N/A
C18-neg_Cluster_0012,#N/A
C18-neg_Cluster_0013,#N/A
C18-neg_Cluster_0014,#N/A
C18-neg_Cluster_0015,#N/A
C18-neg_Cluster_0017,#N/A
C18-neg_Cluster_0018,#N/A
C18-neg_Cluster_0021,#N/A
C18-neg_Cluster_0022,#N/A
C18-neg_Cluster_0026,#N/A
C18-neg_Cluster_0027,#N/A
C18-neg_Cluster_0028,#N/A
C18-neg_Cluster_0029,#N/A
C18-neg_Cluster_0032,#N/A
C18-neg_Cluster_0034,#N/A
C18-neg_Cluster_0036,Phenylpyruvic acid derivatives
C18-neg_Cluster_0037,#N/A
C18-neg_Cluster_0038,#N/A
C18-neg_Cluster_0039,Phenols
C18-neg_Cluster_0040,#N/A
C18-neg_Cluster_0042,#N/A
C18-neg_Cluster_0043,#N/A
C18-neg_Cluster_0044,#N/A
C18-neg_Cluster_0047,Methionine and derivatives
C18-neg_Cluster_0048,Benzyloxycarbonyls
C18-neg_Cluster_0049,Benzyloxycarbonyls
C18-neg_Cluster_0051,Cumenes
C18-neg_Cluster_0052,Phenylpropanoic acids
C18-neg_Cluster_0053,#N/A
C18-neg_Cluster_0054,Tyrosine and derivatives
C18-neg_Cluster_0055,Benzothiophenes
C18-neg_Cluster_0056,Benzothiophenes
C18-neg_Cluster_0057,#N/A
C18-neg_Cluster_0058,Hydroxy acids and derivatives
C18-neg_Cluster_0060,N-acyl-alpha amino acids
C18-neg_Cluster_0061,N-acyl-alpha amino acids
C18-neg_Cluster_0062,Dimethoxybenzenes
C18-neg_Cluster_0065,#N/A
C18-neg_Cluster_0067,Azolidines
C18-neg_Cluster_0068,Indoles and derivatives
C18-neg_Cluster_0070,Naphthalenes
C18-neg_Cluster_0071,Benzamides
C18-neg_Cluster_0072,Benzene and substituted derivatives
C18-neg_Cluster_0073,Imidazopyrimidines
C18-neg_Cluster_0076,Hippuric acids
C18-neg_Cluster_0078,N-acyl-alpha amino acids
C18-neg_Cluster_0082,Hydroxy acids and derivatives
C18-neg_Cluster_0083,#N/A
C18-neg_Cluster_0084,#N/A
C18-neg_Cluster_0086,Tetrahydroisoquinolines
C18-neg_Cluster_0088,Dipeptides
C18-neg_Cluster_0089,Phenylpropanes
C18-neg_Cluster_0091,Tetrahydroisoquinolines
C18-neg_Cluster_0092,#N/A
C18-neg_Cluster_0093,Medium-chain fatty acids
C18-neg_Cluster_0094,Medium-chain fatty acids
C18-neg_Cluster_0096,#N/A
C18-neg_Cluster_0097,#N/A
C18-neg_Cluster_0098,Carboxylic acid derivatives
C18-neg_Cluster_0099,Carboxylic acid derivatives
C18-neg_Cluster_0100,Lactones
C18-neg_Cluster_0104,Lactones
C18-neg_Cluster_0105,Lactones
C18-neg_Cluster_0106,Dipeptides
C18-neg_Cluster_0112,Dipeptides
C18-neg_Cluster_0113,Dipeptides
C18-neg_Cluster_0114,Organic sulfuric acids and derivatives
C18-neg_Cluster_0117,Sesquiterpenoids
C18-neg_Cluster_0118,Dihydrofurans
C18-neg_Cluster_0119,Diazines
C18-neg_Cluster_0122,Coumarans
C18-neg_Cluster_0125,Furanoid fatty acids
C18-neg_Cluster_0129,#N/A
C18-neg_Cluster_0130,#N/A
C18-neg_Cluster_0131,Fatty acid esters
C18-neg_Cluster_0132,#N/A
C18-neg_Cluster_0133,N-acyl-alpha amino acids
C18-neg_Cluster_0139,Peptides
C18-neg_Cluster_0142,Peptides
C18-neg_Cluster_0143,Fatty alcohols
C18-neg_Cluster_0146,Fatty alcohols
C18-neg_Cluster_0147,#N/A
C18-neg_Cluster_0148,#N/A
C18-neg_Cluster_0149,#N/A
C18-neg_Cluster_0152,#N/A
C18-neg_Cluster_0153,#N/A
C18-neg_Cluster_0154,Biphenyls and derivatives
C18-neg_Cluster_0155,#N/A
C18-neg_Cluster_0156,#N/A
C18-neg_Cluster_0157,#N/A
C18-neg_Cluster_0158,Dipeptides
C18-neg_Cluster_0161,#N/A
C18-neg_Cluster_0162,Aspartic acid and derivatives
C18-neg_Cluster_0163,Flavones
C18-neg_Cluster_0165,#N/A
C18-neg_Cluster_0166,Stilbenes
C18-neg_Cluster_0167,Harmala alkaloids
C18-neg_Cluster_0168,Harmala alkaloids
C18-neg_Cluster_0169,Harmala alkaloids
C18-neg_Cluster_0174,#N/A
C18-neg_Cluster_0175,#N/A
C18-neg_Cluster_0178,Fatty alcohols
C18-neg_Cluster_0179,Fatty alcohols
C18-neg_Cluster_0182,Benzopyrans
C18-neg_Cluster_0185,Dipeptides
C18-neg_Cluster_0186,Dipeptides
C18-neg_Cluster_0188,Phenols
C18-neg_Cluster_0189,Phenols
C18-neg_Cluster_0192,Alpha amino acids and derivatives
C18-neg_Cluster_0193,#N/A
C18-neg_Cluster_0194,N-acetyl-2-arylethylamines
C18-neg_Cluster_0195,Hydroxycinnamic acids and derivatives
C18-neg_Cluster_0196,#N/A
C18-neg_Cluster_0199,Ketals
C18-neg_Cluster_0200,Ketals
C18-neg_Cluster_0202,Dioxolopyrans
C18-neg_Cluster_0203,#N/A
C18-neg_Cluster_0204,Isoflavonoids
C18-neg_Cluster_0210,Long-chain fatty acids
C18-neg_Cluster_0211,N-acyl-alpha amino acids
C18-neg_Cluster_0212,Isoflavonoids
C18-neg_Cluster_0213,Glucuronic acid derivatives
C18-neg_Cluster_0214,#N/A
C18-neg_Cluster_0215,Phenolic glycosides
C18-neg_Cluster_0218,Sesquiterpenoids
C18-neg_Cluster_0220,Long-chain fatty acids
C18-neg_Cluster_0221,Long-chain fatty acids
C18-neg_Cluster_0222,Long-chain fatty acids
C18-neg_Cluster_0224,Long-chain fatty acids
C18-neg_Cluster_0225,Long-chain fatty acids
C18-neg_Cluster_0228,Benzodioxoles
C18-neg_Cluster_0229,Harmala alkaloids
C18-neg_Cluster_0231,Harmala alkaloids
C18-neg_Cluster_0232,Long-chain fatty acids
C18-neg_Cluster_0233,#N/A
C18-neg_Cluster_0234,"Amino acids, peptides, and analogues"
C18-neg_Cluster_0235,"Amino acids, peptides, and analogues"
C18-neg_Cluster_0236,Fatty alcohols
C18-neg_Cluster_0237,#N/A
C18-neg_Cluster_0240,Dipeptides
C18-neg_Cluster_0241,Dipeptides
C18-neg_Cluster_0242,Dipeptides
C18-neg_Cluster_0243,Fatty alcohols
C18-neg_Cluster_0245,#N/A
C18-neg_Cluster_0247,#N/A
C18-neg_Cluster_0249,#N/A
C18-neg_Cluster_0255,Artemisinins
C18-neg_Cluster_0257,#N/A
C18-neg_Cluster_0258,#N/A
C18-neg_Cluster_0259,Isoflavonoids
C18-neg_Cluster_0260,Isoflavonoids
C18-neg_Cluster_0261,Isoflavonoids
C18-neg_Cluster_0264,#N/A
C18-neg_Cluster_0269,Long-chain fatty alcohols
C18-neg_Cluster_0270,Long-chain fatty alcohols
C18-neg_Cluster_0273,#N/A
C18-neg_Cluster_0274,#N/A
C18-neg_Cluster_0276,Long-chain fatty acids
C18-neg_Cluster_0280,#N/A
C18-neg_Cluster_0282,#N/A
C18-neg_Cluster_0284,Glutamine and derivatives
C18-neg_Cluster_0285,Glutamine and derivatives
C18-neg_Cluster_0286,Dipeptides
C18-neg_Cluster_0287,Cinnamic acids and derivatives
C18-neg_Cluster_0288,Quinone and hydroquinone lipids
C18-neg_Cluster_0289,Organic sulfuric acids and derivatives
C18-neg_Cluster_0290,Fatty acids and conjugates
C18-neg_Cluster_0291,Lineolic acids and derivatives
C18-neg_Cluster_0292,Fatty acids and conjugates
C18-neg_Cluster_0293,Fatty acids and conjugates
C18-neg_Cluster_0295,Fatty acids and conjugates
C18-neg_Cluster_0296,#N/A
C18-neg_Cluster_0297,#N/A
C18-neg_Cluster_0298,#N/A
C18-neg_Cluster_0299,Lineolic acids and derivatives
C18-neg_Cluster_0300,Lineolic acids and derivatives
C18-neg_Cluster_0301,Lineolic acids and derivatives
C18-neg_Cluster_0302,Lineolic acids and derivatives
C18-neg_Cluster_0303,Lineolic acids and derivatives
C18-neg_Cluster_0304,Lineolic acids and derivatives
C18-neg_Cluster_0305,Lineolic acids and derivatives
C18-neg_Cluster_0306,Lineolic acids and derivatives
C18-neg_Cluster_0307,Lineolic acids and derivatives
C18-neg_Cluster_0308,Lineolic acids and derivatives
C18-neg_Cluster_0309,Lineolic acids and derivatives
C18-neg_Cluster_0312,Trichothecenes
C18-neg_Cluster_0313,#N/A
C18-neg_Cluster_0314,Long-chain fatty acids
C18-neg_Cluster_0315,Long-chain fatty acids
C18-neg_Cluster_0317,Long-chain fatty acids
C18-neg_Cluster_0318,Long-chain fatty acids
C18-neg_Cluster_0320,Long-chain fatty acids
C18-neg_Cluster_0321,Long-chain fatty acids
C18-neg_Cluster_0322,Long-chain fatty acids
C18-neg_Cluster_0326,Benzoxazines
C18-neg_Cluster_0327,#N/A
C18-neg_Cluster_0330,Long-chain fatty acids
C18-neg_Cluster_0332,Long-chain fatty acids
C18-neg_Cluster_0333,Long-chain fatty acids
C18-neg_Cluster_0334,Long-chain fatty acids
C18-neg_Cluster_0335,Long-chain fatty acids
C18-neg_Cluster_0336,Long-chain fatty acids
C18-neg_Cluster_0337,#N/A
C18-neg_Cluster_0338,Dipeptides
C18-neg_Cluster_0339,#N/A
C18-neg_Cluster_0340,#N/A
C18-neg_Cluster_0341,#N/A
C18-neg_Cluster_0342,#N/A
C18-neg_Cluster_0343,Isoflavonoids
C18-neg_Cluster_0344,Isoflavonoids
C18-neg_Cluster_0345,Stilbenes
C18-neg_Cluster_0346,#N/A
C18-neg_Cluster_0352,1-monoacylglycerols
C18-neg_Cluster_0353,#N/A
C18-neg_Cluster_0355,"Amino acids, peptides, and analogues"
C18-neg_Cluster_0356,#N/A
C18-neg_Cluster_0362,Long-chain fatty acids
C18-neg_Cluster_0363,Long-chain fatty acids
C18-neg_Cluster_0364,O-glycosyl compounds
C18-neg_Cluster_0366,o-Hydroxybenzoic acid esters
C18-neg_Cluster_0368,Iridoids and derivatives
C18-neg_Cluster_0369,#N/A
C18-neg_Cluster_0370,Monocyclic monoterpenoids
C18-neg_Cluster_0371,Monocyclic monoterpenoids
C18-neg_Cluster_0372,#N/A
C18-neg_Cluster_0374,Benzenesulfonic acids and derivatives
C18-neg_Cluster_0375,Benzenesulfonic acids and derivatives
C18-neg_Cluster_0376,Benzenesulfonic acids and derivatives
C18-neg_Cluster_0377,Benzopyrazoles
C18-neg_Cluster_0378,#N/A
C18-neg_Cluster_0379,#N/A
C18-neg_Cluster_0380,#N/A
C18-neg_Cluster_0381,#N/A
C18-neg_Cluster_0382,Lineolic acids and derivatives
C18-neg_Cluster_0383,Lineolic acids and derivatives
C18-neg_Cluster_0384,N-acyl-alpha amino acids
C18-neg_Cluster_0385,#N/A
C18-neg_Cluster_0386,#N/A
C18-neg_Cluster_0391,#N/A
C18-neg_Cluster_0395,Fatty acid esters
C18-neg_Cluster_0397,Fatty acid esters
C18-neg_Cluster_0398,Fatty acid esters
C18-neg_Cluster_0399,Fatty acid esters
C18-neg_Cluster_0401,Benzodiazepines
C18-neg_Cluster_0403,O-methylated isoflavonoids
